rec-id,gender,given-name,surname,postcode,city,telephone-number,credit-card-number,income-normal,age-uniform,income,age,sex,blood-pressure
rec-2757-org,male,nellie,vandonderen,2606,perth,03 7030 0374,4916 7912 1396 5238,50184.04,100,17338.6,99,f,80.056
rec-2758-dup-0,,georgia,shepberd,2606,brisban,03 5485 3092,2432 371 5551 0412,43298.04,77,61068.7,46,f,67.560
rec-2758-org,female,georgia,shepherd,2606,brisbane,03 5485 3092,2432 3712 5551 0412,43298.04,77,61068.7,64,f,67.560
rec-2759-org,female,julia,kaylock,2615,sydney,03 0488 4580,4544 7399 5824 5342,42769.40,61,79207.5,87,m,77.701
rec-2760-org,male,kayla,chawla,2906,sydney,03 8215 6175,1164 4007 0910 8992,10265.57,62,74929.6,40,f,76.933
rec-2761-dup-0,,amber,wite,2611,melbou4ne,,7994 280 5371 5857,58508.73,71,22131.1,15,na,73.768
rec-2761-org,male,amber,white,2611,melbourne,08 9290 4363,7994 9280 5371 5857,58508.73,71,22131.1,15,na,73.768
rec-2762-org,male,lily,garden,2903,sydney,02 7891 4541,7702 8400 8337 4087,38612.69,104,14710.3,94,f,83.141
rec-2763-dup-0,,olivya,gillaahd,missing,melbourne,07 8346 2288,8033 42712 5295 6128,80072.23,77,28382.9,67,f,73.997
rec-2763-dup-1,,olivia,gillarf,2606,,,8033 2712 65295 6128,80072.23,77,28382.9,67,f,73.997
rec-2763-dup-2,male,olivya,gillaahd,260y,melbourne,,8033 2712 5295 61285,80072.23,77,28382.9,67,f,73.997
rec-2763-org,male,olivia,gillard,2606,melbourne,07 8346 2288,8033 2712 5295 6128,80072.23,77,28382.9,67,f,73.997
rec-2764-dup-0,male,dara,nobile,2607,,,1110 33506 1607 0557,49142.26,57,66147.0,41,na,73.384
rec-2764-dup-1,male,tara,nople,2606,perdh,,1110 3306 1607 0557,49142.26,57,66147.0,401,na,73.384
rec-2764-dup-2,male,dara,noble,260u,pertb,,1110 3306 107 0557,49142.26,57,66147.0,41,na,73.384
rec-2764-org,male,tara,noble,2607,perth,07 2415 9829,1110 3306 1607 0557,49142.26,57,66147.0,41,na,73.384
rec-2765-dup-0,female,melinta,feeny,missing,perth,,6818 7269 5554 696,69402.81,106,21801.3,46,f,87.789
rec-2765-org,female,melinda,feeney,2600,perth,03 0580 8958,6818 7269 5554 6976,69402.81,106,21801.3,46,f,87.789
rec-2766-dup-0,,chloe,maynaahd,2603,peahth,,3272 155 5688 1516,76967.17,45,184200.0,62,f,72.730
rec-2766-org,male,chloe,maynard,2603,perth,02 2528 0060,3272 1515 5688 1516,76967.17,45,184200.0,62,f,72.730
rec-2767-org,male,katelyn,mason,2600,perth,02 0836 2382,0518 9490 8182 6103,27843.38,20,30141.6,56,m,78.765
rec-2768-org,male,kylie,mcvicar,2913,melbourne,04 9726 0986,6667 3957 9814 7360,25395.01,12,141152.8,68,f,76.400
rec-2769-dup-0,female,cori,galbrait,2605,perdh,,9559 9499 8267 5977,71814.74,106,61869.5,508,f,77.450
rec-2769-dup-1,,ocrie,kalbraith,2605,peth,,9559 9499 8267 5977,71814.74,106,61869.5,108,f,77.450
rec-2769-org,female,corie,galbraith,2605,perth,03 8656 7739,9559 9499 8267 5977,71814.74,106,61869.5,108,f,77.450
rec-2770-dup-0,female,sophi,westbrook,2607,melborne,,7975 639 5765 3268,34745.72,68,68483.6,690,f,77.573
rec-2770-dup-1,,sphie,westbrook,2607,melbourne,,7975 6739 57652 3268,34745.72,68,68483.6,0,f,77.573
rec-2770-org,female,sophie,westbrook,2607,melbourne,08 6842 1535,7975 6739 5765 3268,34745.72,68,68483.6,60,f,77.573
rec-2771-dup-0,male,sttephanie,caclman,2693,sydn4y,07 0074 7431,0379 1457 9218 8509,57948.13,107,27133.2,44,na,72.714
rec-2771-dup-1,,stephani,cadmam,26p3,sydney,07 0074 7431,0379 14579218 8509,57948.13,107,27133.2,40,na,72.714
rec-2771-org,male,stephanie,cadman,2603,sydney,07 0074 7431,0379 1457 9218 8509,57948.13,107,27133.2,40,na,72.714
rec-2772-dup-0,female,stephanir,wend,missing,brisbane,,0910 0189 5436 5211,67192.56,95,51340.0,119,na,78.474
rec-2772-org,female,stephanie,went,2904,brisbane,02 3989 0395,0910 0189 5436 5211,67192.56,95,51340.0,110,na,78.474
rec-2773-dup-0,,emiily,deti,29p5,sydney,02 7287 7339,5195 3092 29717971,28022.49,36,77219.3,90,na,82.658
rec-2773-dup-1,,emijly,deti,2905,sydney,,5195 3092 2971 971,28022.49,36,77219.3,50,na,82.658
rec-2773-org,male,emiily,teti,2905,sydney,02 7287 7339,5195 3092 2971 7971,28022.49,36,77219.3,50,na,82.658
rec-2774-dup-0,male,madeleine,iam,2601,sydnei,08 3720 0934,6806 217 7210 6997,46320.31,71,24123.4,8,m,76.927
rec-2774-org,male,madeleine,hiam,2602,sydney,08 3720 0934,6806 2157 7210 6997,46320.31,71,24123.4,81,m,76.927
rec-2775-org,female,talia,green,2606,melbourne,04 3404 5284,5572 1840 5260 8467,21653.95,0,71348.4,50,f,70.615
rec-2776-dup-0,female,hol|y,tolliver,2602,canberrs,,0787 9066 570 1540,46581.63,5,79499.8,38,na,78.120
rec-2776-dup-1,,holy,dolliver,missing,canbwrra,04 6711 6821,0787 9066 570 4 1540,46581.63,5,79499.8,38,na,78.120
rec-2776-org,female,holly,dolliver,2602,canberra,04 6711 6821,0787 9066 5704 1540,46581.63,5,79499.8,38,na,78.120
rec-2777-dup-0,,ami,white,2600,melbpurne,,2298 3604 4257 607,17718.18,42,10413.7,43,na,79.146
rec-2777-dup-1,female,ami,wight,2600,melbourn,,22988 3604 4257 6027,17718.18,42,10413.7,43,na,79.146
rec-2777-dup-2,,amy,whlte,2600,melbourne,,2298 36204 4257 6027,17718.18,42,10413.7,34,na,79.146
rec-2777-org,female,amy,white,2600,melbourne,02 6407 2617,2298 3604 4257 6027,17718.18,42,10413.7,43,na,79.146
rec-2778-org,male,georgia,hefford,2617,perth,04 3590 6583,3748 6284 3398 2054,56685.22,64,42552.1,97,m,71.862
rec-2779-dup-0,,kiuliana,shepherdson,2618,melbo8rne,,91295 1949 1555 5070,70830.75,82,39298.2,105,m,73.934
rec-2779-dup-1,,giulyana,shepherdson,261u,melbourne,,9195 1949 1555 5070,70830.75,82,39298.2,10,m,73.934
rec-2779-org,male,giuliana,shepherdson,2618,melbourne,03 1624 8710,9195 1949 1555 5070,70830.75,82,39298.2,105,m,73.934
rec-2780-dup-0,,mackayla,timj,2617,sydnei,,5763 4358 0510 7089,31858.18,6,252773.9,77,f,71.745
rec-2780-dup-1,female,makayla,timst,2627,sydny,,5763 4358 0510 789,31858.18,6,252773.9,77,f,71.745
rec-2780-org,female,makayla,tims,2617,sydney,02 6775 2978,5763 4358 0510 7089,31858.18,6,252773.9,77,f,71.745
rec-2781-org,male,amber,philcox,2602,melbourne,08 1081 0690,3166 5761 5628 0702,57039.54,24,79747.1,58,m,72.805
rec-2782-org,male,ava,lodge,2602,perth,08 8376 4593,9088 9326 8915 6150,58066.57,10,47143.2,26,m,74.369
rec-2783-dup-0,,chelsea,rickett,missing,canberrw,04 1148 9792,1399 2995 65589068,78386.07,63,188052.9,523,f,76.083
rec-2783-dup-1,,chelrea,ricket,2602,kanberra,,1399 2995 6558 9068,78386.07,63,188052.9,23,f,76.083
rec-2783-org,male,chelsea,rickett,2602,canberra,04 1148 9792,1399 2995 6558 9068,78386.07,63,188052.9,23,f,76.083
rec-2784-dup-0,female,emma,pelperio,26o7,kanberra,,2554 1386 4860 7631,72257.15,49,82975.4,216,m,78.466
rec-2784-org,female,emma,belperio,2607,canberra,04 3362 0462,2554 1386 4860 7631,72257.15,49,82975.4,21,m,78.466
rec-2785-dup-0,,lili,grojser,2603,sydney,,6353 4769 0526 5098,39236.15,107,45395.6,68,m,70.587
rec-2785-dup-1,,lili,krosser,2601,sydnsy,03 7856 4078,6353 4769 0526 5098,39236.15,107,45395.6,68,m,70.587
rec-2785-dup-2,female,lily,grosseah,2602,sydnwy,,6353 44769 0526 5098,39236.15,107,45395.6,86,m,70.587
rec-2785-org,female,lily,grosser,2602,sydney,03 7856 4078,6353 4769 0526 5098,39236.15,107,45395.6,68,m,70.587
rec-2786-org,male,megan,stephenson,2614,melbourne,07 8410 0577,7685 7978 1057 0548,48153.25,31,44463.9,46,f,72.971
rec-2787-dup-0,,grase,oklivy,2906,melbourne,02 1848 3052,9619 7565 32105 4157,50504.87,59,16717.8,21,na,72.535
rec-2787-dup-1,,grade,oklivy,29o6,melbourne,,9619 7565 3105 4157,50504.87,59,16717.8,81,na,72.535
rec-2787-org,male,grace,oglivy,2906,melbourne,02 1848 3052,9619 7565 3105 4157,50504.87,59,16717.8,81,na,72.535
rec-2788-org,female,amy,butt,2603,brisbane,04 7080 0346,3605 8875 9662 4303,73805.79,91,90772.2,88,m,77.607
rec-2789-dup-0,male,elie,pyers,missing,melbourne,,00284434 1441 0176,33287.78,48,92332.7,68,m,81.120
rec-2789-dup-1,,elie,byers,261y,melbourne,,0028 4434 1441 0176,33287.78,48,92332.7,680,m,81.120
rec-2789-dup-2,male,elliw,l>yers,missing,melbournte,,0028 4434 1441 0176,33287.78,48,92332.7,68,m,81.120
rec-2789-org,male,ellie,byers,2617,melbourne,07 1725 7411,0028 4434 1441 0176,33287.78,48,92332.7,68,m,81.120
rec-2790-org,male,lucy,mastripolito,2615,perth,04 7982 5186,3495 9493 2297 6890,48265.53,38,124026.8,75,f,73.782
rec-2791-dup-0,,keahly,sperber,2602,pert,07 0462 2750,0490 012 2817 9703,81340.94,86,42166.0,76,m,84.128
rec-2791-dup-1,female,keahle,sperher,2692,perth,,0490 0142 2817 9703,81340.94,86,42166.0,76,m,84.128
rec-2791-dup-2,,keahly,sperber,2602,perdh,07 0462 2750,0490 0142 2817 19703,81340.94,86,42166.0,067,m,84.128
rec-2791-org,female,keahley,sperber,2602,perth,07 0462 2750,0490 0142 2817 9703,81340.94,86,42166.0,67,m,84.128
rec-2792-dup-0,,jate,krouch,2606,melpourne,,9172 6332 6025 3779,55610.16,46,143530.5,95,f,80.248
rec-2792-org,female,jade,crouch,2606,melbourne,04 4884 2090,9172 6332 6025 3779,55610.16,46,143530.5,95,f,80.248
rec-2793-dup-0,,olivya,detzner,1611,sydnei,,3703 4539 8984 6728,40940.24,53,10429.2,49,na,81.022
rec-2793-dup-1,female,olifia,detznwr,2711,sydn3y,08 9325 8419,3703 4539 984 6728,40940.24,53,10429.2,49,na,81.022
rec-2793-dup-2,,oliia,detzrier,261q,sydhey,08 9325 8419,3703 4539 8984 6728,40940.24,53,10429.2,49,na,81.022
rec-2793-org,female,olivia,detzner,2611,sydney,08 9325 8419,3703 4539 8984 6728,40940.24,53,10429.2,49,na,81.022
rec-2794-org,male,erin,peachey,2617,melbourne,03 6684 1058,7042 2277 5153 3366,49706.88,8,71785.7,93,m,79.332
rec-2795-org,male,ambrosia,mednis,2905,perth,04 5314 7954,3495 3759 3539 5114,51723.80,52,65272.2,13,f,75.543
rec-2796-org,male,jamilla,gilbertson,2615,sydney,07 7572 4831,6196 6575 4141 2378,39893.13,18,87047.5,102,m,85.903
rec-2797-org,female,katie,ryan,2602,brisbane,04 2042 7642,8514 5775 2020 8552,45191.09,72,59634.4,13,na,72.855
rec-2798-org,female,lucinda,capek,2906,hobart,08 5255 9304,3900 3577 5819 9878,16049.07,47,27936.2,42,na,80.640
rec-2799-org,male,kalli,simmonds,2617,sydney,04 0255 7233,6198 6273 0946 7910,71756.06,39,23840.4,68,m,77.955
rec-2800-dup-0,,laristsa,humphrevs,2906,sydney,,9066 8846 1103 813,42199.18,92,87647.2,52,f,69.511
rec-2800-dup-1,,larissa,hmphreys,290t,,03 3006 0003,9066 8846 1103 5813,42199.18,92,87647.2,25,f,69.511
rec-2800-org,male,larissa,humphreys,2906,sydney,03 3006 0003,9066 8846 1103 5813,42199.18,92,87647.2,52,f,69.511
rec-2801-dup-0,male,tiama,majetic,29p3,sydhey,08 7862 4091,3729 5038 242 7591,59697.29,31,97735.8,8,m,78.945
rec-2801-dup-1,male,tiarns,mazetic,2903,stydney,,3729 5038 6242 7591,59697.29,31,97735.8,48,m,78.945
rec-2801-dup-2,male,tiarna,maietic,2993,sydne,,3729 5038 6242 591,59697.29,31,97735.8,28,m,78.945
rec-2801-org,male,tiarna,majetic,2903,sydney,08 7862 4091,3729 5038 6242 7591,59697.29,31,97735.8,28,m,78.945
rec-2802-org,male,aleisha,whetstone,2913,melbourne,07 8392 3720,0260 2957 7777 5624,22939.54,119,136665.7,65,f,76.759
rec-2803-org,male,mackenzie,hobson,2615,sydney,04 6463 2980,9066 7163 5483 1950,42797.07,63,144801.9,17,f,75.966
rec-2804-dup-0,female,kaitlin,george,260y,melbourn,,53545234 6460 1511,72375.99,75,37973.4,36,m,76.653
rec-2804-org,female,caitlin,george,2607,melbourne,04 5780 3808,5354 5234 6460 1511,72375.99,75,37973.4,36,m,76.653
rec-2805-dup-0,male,olifia,slaoe,261q,melborne,,6712 9369 8421 4795,53085.06,119,52800.3,12,f,73.590
rec-2805-dup-1,,olivia,stlape,missing,melbournel,,6712 9369 8421 4795,53085.06,119,52800.3,12,f,73.590
rec-2805-org,male,olivia,slape,2611,melbourne,02 9218 7755,6712 9369 8421 4795,53085.06,119,52800.3,12,f,73.590
rec-2806-org,female,sophie,waller,2607,brisbane,08 2448 5456,5680 5276 4457 1849,67304.25,98,74358.2,55,na,71.999
rec-2807-dup-0,male,charlote,rid,missing,sydndy,,5854 8329 7591 5138,66086.91,92,13945.4,18,f,71.210
rec-2807-dup-1,male,charlotste,rid,2913,sydney,,5854 8329 75991 5138,66086.91,92,13945.4,81,f,71.210
rec-2807-org,male,charlotte,reid,2913,sydney,03 7141 6586,5854 8329 7591 5138,66086.91,92,13945.4,18,f,71.210
rec-2808-dup-0,,petrice,afflrd,2602,sydney,07 0237 2183,8755 51 54 5129 8397,67878.07,15,84564.8,5,na,80.592
rec-2808-dup-1,,petreece,avford,2602,sydney,,8755 514 5129 8397,67878.07,15,84564.8,5,na,80.592
rec-2808-dup-2,female,petreece,afford,260w,sdney,,8755 51524 5129 8397,67878.07,15,84564.8,554,na,80.592
rec-2808-org,female,petreece,afford,2602,sydney,07 0237 2183,8755 5154 5129 8397,67878.07,15,84564.8,55,na,80.592
rec-2809-org,female,erin,takasuka,2606,brisbane,03 1984 7639,8005 5797 6482 3489,73614.14,16,75429.1,103,m,67.328
rec-2810-org,male,jessica,hoang,2905,melbourne,04 0643 3340,7832 2931 0288 5013,31255.03,31,57801.1,76,na,75.206
rec-2811-dup-0,,anecka,claahke,2607,brisbane,,5988 1265 9219 3655,46434.44,59,76763.7,402,m,80.655
rec-2811-org,female,aneka,clarke,2607,brisbane,03 0869 0782,5988 1265 9219 3655,46434.44,59,76763.7,42,m,80.655
rec-2812-dup-0,,lanssa,munukur,2607,sydne,04 1826 0584,0438 8090 743 0948,34110.09,116,125738.3,49,na,77.183
rec-2812-org,male,larissa,munuggur,2607,sydney,04 1826 0584,0438 8090 7437 0948,34110.09,116,125738.3,49,na,77.183
rec-2813-org,male,kristen,green,2603,perth,07 7529 4803,9554 4744 6417 8593,44625.58,46,49797.4,76,m,79.527
rec-2814-dup-0,,tylah,perryman,2616,melbourne,,3629 2243 1409 49991,29049.39,88,25610.2,105,na,84.912
rec-2814-dup-1,female,dylah,berryjan,2615,melbourn,,3629 2243 1409 97991,29049.39,88,25610.2,105,na,84.912
rec-2814-dup-2,,tylah,berrvman,2615,melbourne,,3629 224 1409 9991,29049.39,88,25610.2,150,na,84.912
rec-2814-org,female,tylah,berryman,2615,melbourne,02 3065 1807,3629 2243 1409 9991,29049.39,88,25610.2,105,na,84.912
rec-2815-dup-0,,zessica,eilanter,2600,canbe4ra,,5712 3618 0341 8203,53993.81,61,22867.3,47,m,66.793
rec-2815-org,male,jessica,eilander,2600,canberra,04 9797 2049,5712 3618 0341 8203,53993.81,61,22867.3,47,m,66.793
rec-2816-dup-0,,carlotte,thorpe,2615,pert,,9014 1000 7411 4816,68545.56,91,102667.4,92,f,82.588
rec-2816-dup-1,female,xarlotte,thorp,2616,pert,,9014 1000 7411 4816,68545.56,91,102667.4,29,f,82.588
rec-2816-org,female,charlotte,thorpe,2615,perth,04 3744 6548,9014 1000 7411 4816,68545.56,91,102667.4,29,f,82.588
rec-2817-dup-0,,pella,hobston,2602,hopart,,8776 7318 7344 1646,58759.84,91,35396.1,87,m,77.111
rec-2817-org,female,bella,hobson,2602,hobart,02 3920 2366,8776 7318 7344 1646,58759.84,91,35396.1,87,m,77.111
rec-2818-org,male,india,godfrey,2905,perth,03 9839 0805,9390 6186 9616 3980,48647.55,40,72596.0,47,f,77.849
rec-2819-org,female,alissa,cookson,2611,sydney,07 5481 8907,2416 5286 4443 4443,68372.98,48,93364.3,37,m,79.803
rec-2820-org,male,tenille,jolly,2905,melbourne,08 7856 1597,3484 4680 3394 0044,51802.03,92,52793.9,22,na,67.212
rec-2821-org,female,lucy,white,2902,brisbane,02 8619 5015,1421 1601 5620 6377,53639.47,25,54719.3,66,na,80.624
rec-2822-dup-0,,makey,matthews,2914,sydney,,6007 1609 63367 4188,51326.89,102,27147.8,34,na,69.999
rec-2822-dup-1,female,macey,matthewj,29q3,sydmey,,60071609 6367 4188,51326.89,102,27147.8,34,na,69.999
rec-2822-org,female,macey,matthews,2913,sydney,08 8619 2006,6007 1609 6367 4188,51326.89,102,27147.8,34,na,69.999
rec-2823-org,male,samantha,lamprey,2602,melbourne,02 6853 0258,1198 5655 0069 9826,66684.73,80,106032.3,20,f,78.480
rec-2824-dup-0,,talia,rid,2607,sytney,07 1358 8122,0253 4107 2264 998,50356.13,52,14980.1,80,na,83.472
rec-2824-org,male,taliah,reid,2607,sydney,07 1358 8122,0253 4107 2264 9498,50356.13,52,14980.1,80,na,83.472
rec-2825-dup-0,,eboni,welleah,2996,brisbne,,3045 0643 2613 3396,58574.43,31,26519.0,94,m,71.352
rec-2825-dup-1,,eboni,weler,2905,brisbane,,3045 0643 263 3396,58574.43,31,26519.0,94,m,71.352
rec-2825-dup-2,,eboni,welker,2906,brisane,,3045 0643 2613 3396,58574.43,31,26519.0,96,m,71.352
rec-2825-org,female,eboni,weller,2906,brisbane,07 6489 1245,3045 0643 2613 3396,58574.43,31,26519.0,94,m,71.352
rec-2826-dup-0,,erin,moahden,2905,kanberra,,05257 1791 6348 0521,40790.63,55,75342.7,103,f,80.282
rec-2826-dup-1,,erim,moahden,2905,canberra,,0527 1791 6348 0521,40790.63,55,75342.7,109,f,80.282
rec-2826-org,female,erin,morden,2905,canberra,03 7087 4693,0527 1791 6348 0521,40790.63,55,75342.7,103,f,80.282
rec-2827-org,male,madeline,clarke,2602,sydney,08 5229 8319,2534 5087 2677 0316,11698.24,85,42949.5,29,na,75.302
rec-2828-org,male,aaliyah,brock,2905,melbourne,03 3637 2693,8459 4652 6700 0362,59204.70,116,88508.5,32,na,70.953
rec-2829-dup-0,,emi'lly,maynaahd,2614,stydney,,0834 0368 7792 0708,59124.75,51,21052.8,14,na,80.815
rec-2829-dup-1,male,emiili,mavnard,261e,sydney,,0834 0368 77932 0708,59124.75,51,21052.8,14,na,80.815
rec-2829-dup-2,male,emiiy,maynarr,261r,sydney,,0834 0368 772 0708,59124.75,51,21052.8,14,na,80.815
rec-2829-org,male,emiily,maynard,2614,sydney,07 4288 8805,0834 0368 7792 0708,59124.75,51,21052.8,14,na,80.815
rec-2830-org,female,pascale,dallacqua,2903,brisbane,02 2094 0259,1710 9100 6643 7242,22515.20,27,6770.6,28,na,77.657
rec-2831-dup-0,female,ellj,greeri,2603,kanberra,,7530 1403 4407 8943,65908.21,67,145987.5,1097,f,74.465
rec-2831-dup-1,,elll,kreen,2603,canberra,,7530 1403 44907 8943,65908.21,67,145987.5,109,f,74.465
rec-2831-dup-2,female,eli,kreen,260e,canberra,,7530 1403 4407 8943,65908.21,67,145987.5,1309,f,74.465
rec-2831-org,female,elli,green,2603,canberra,04 5199 8260,7530 1403 4407 8943,65908.21,67,145987.5,109,f,74.465
rec-2832-org,male,emma,brain,2605,melbourne,08 2376 8480,0694 1931 0016 6808,65002.74,39,84585.2,10,na,74.854
rec-2833-org,male,madison,dulnoan,2606,melbourne,04 6903 5639,6887 9589 8147 2009,64353.06,66,73317.9,70,m,80.223
rec-2834-org,female,sarah,reid,2600,sydney,03 0699 7662,6210 9985 6616 4270,73624.03,43,78830.0,60,na,81.413
rec-2835-org,male,leah,tiffin,2617,melbourne,03 7792 2173,0924 7767 0214 7841,54760.15,94,63266.7,75,na,69.356
rec-2836-dup-0,,broocke,sepherdson,2617,syrney,02 8264 3803,1658 4817 0852 92997,50382.82,87,48097.1,25,f,80.309
rec-2836-org,female,brooke,shepherdson,2617,sydney,02 8264 3803,1658 4817 0852 2997,50382.82,87,48097.1,25,f,80.309
rec-2837-org,male,jade,agius,2602,sydney,04 2439 7287,1703 2892 2601 9435,51914.48,18,88322.1,43,m,78.107
rec-2838-dup-0,,ydobel,kreen,2617,melbourne,02 4321 6451,1256 2976 484 8522,44853.34,105,109593.0,09,na,74.330
rec-2838-org,male,ysobel,green,2617,melbourne,02 4321 6451,1256 2976 7484 8522,44853.34,105,109593.0,90,na,74.330
rec-2839-dup-0,,alisa,toahquati,2614,melbourne,,2262 56259659 0697,43976.80,108,214315.2,70,f,75.620
rec-2839-dup-1,female,alista,torkuati,261e,melbojrne,,2262 5625 9659 0697,43976.80,108,214315.2,79,f,75.620
rec-2839-org,female,alisa,torquati,2614,melbourne,07 6586 0243,2262 5625 9659 0697,43976.80,108,214315.2,79,f,75.620
rec-2840-org,female,katie,reid,2617,brisbane,02 3339 4182,4605 3330 4790 6836,74751.26,42,145711.4,71,f,78.136
rec-2841-dup-0,,emiili,maony,2903,perth,,1196 4295 8537 0015,74404.55,40,159349.3,61,f,77.470
rec-2841-org,female,emiily,mahony,2904,perth,02 8069 2346,1196 4295 8537 0015,74404.55,40,159349.3,61,f,77.470
rec-2842-dup-0,,ambern,jolly,2906,melboutne,,1635 7428 8859 5874,25167.38,23,118609.0,15,f,77.239
rec-2842-dup-1,male,ambrr,jolly,2995,m3lbourne,,1635 7428 8859 5874,25167.38,23,118609.0,51,f,77.239
rec-2842-dup-2,,ambet,jolky,2905,,04 6666 6614,1635 7428 8859 45874,25167.38,23,118609.0,15,f,77.239
rec-2842-org,male,amber,jolly,2905,melbourne,04 6666 6614,1635 7428 8859 5874,25167.38,23,118609.0,15,f,77.239
rec-2843-dup-0,,sarah,coulston,29o5,melbourne,,2413 7937 782 4878,37628.37,60,36298.3,101,f,78.550
rec-2843-dup-1,male,sara,colson,2905,,,2413 7937 6782 4878,37628.37,60,36298.3,901,f,78.550
rec-2843-org,male,sarah,coulson,2905,melbourne,04 2871 8700,2413 7937 6782 4878,37628.37,60,36298.3,101,f,78.550
rec-2844-org,male,ashleigh,macarlino,2606,melbourne,03 1196 5501,3009 3890 8640 2032,41798.23,86,37389.4,23,na,71.950
rec-2845-dup-0,male,jaskia,lokk,2913,perth,,5856 02749 1280 2010,34828.36,103,48144.8,6,na,76.330
rec-2845-dup-1,male,sasckia,lokk,2912,pert,04 4486 8868,5856 02409 1280 2010,34828.36,103,48144.8,16,na,76.330
rec-2845-org,male,saskia,lock,2913,perth,04 4486 8868,5856 0249 1280 2010,34828.36,103,48144.8,16,na,76.330
rec-2846-dup-0,,nadalee,zpears,2906,perth,,3139 317 8924 2985,91793.81,9,84611.2,110,na,74.527
rec-2846-dup-1,female,natalea,spear5,2006,perty,,3139 3167 8924 2985,91793.81,9,84611.2,110,na,74.527
rec-2846-org,female,natalee,spears,2906,perth,07 4900 9849,3139 3167 8924 2985,91793.81,9,84611.2,110,na,74.527
rec-2847-dup-0,,finn,wep,2903,melbourne,,2855 1806 83073 9999,65293.23,44,117463.4,1074,f,71.204
rec-2847-org,female,finn,webb,2903,melbourne,03 1842 5641,2855 1806 8307 9999,65293.23,44,117463.4,107,f,71.204
rec-2848-dup-0,,emiili,macaahlino,26q5,melbourne,,2692 6702 8825 3894,58535.07,89,67062.6,104,m,79.343
rec-2848-dup-1,,emiioy,macaahlino,261r,melborne,07 0537 6861,2692 6702 8825 3894,58535.07,89,67062.6,104,m,79.343
rec-2848-org,male,emiily,macarlino,2615,melbourne,07 0537 6861,2692 6702 8825 3894,58535.07,89,67062.6,104,m,79.343
rec-2849-dup-0,,alexantra,sotmik,2627,sydney,,7374 8996 4371 5994,23105.18,92,95029.5,88,m,80.925
rec-2849-org,male,alexandra,sotnik,2617,sydney,02 9391 1983,7374 8996 4371 5994,23105.18,92,95029.5,88,m,80.925
rec-2850-org,female,jenna,julavdzija,2905,brisbane,03 4627 1962,2177 3681 7279 1116,68476.55,12,55263.2,73,f,73.606
rec-2851-dup-0,female,namoi,maon,2t17,brisband,07 2299 1771,8824 91074089 9089,55623.20,63,45875.9,54,f,77.686
rec-2851-dup-1,female,nacomi,maon,2t17,brisbane,07 2299 1771,8824 91074089 9089,55623.20,63,45875.9,14,f,77.686
rec-2851-org,female,naomi,mahon,2617,brisbane,07 2299 1771,8824 9107 4089 9089,55623.20,63,45875.9,54,f,77.686
rec-2852-dup-0,male,amleia,mondroy,29o4,melbkourne,,0287 3970 5682 6401,66381.89,42,214391.2,64,f,74.580
rec-2852-dup-1,,amelka,montroi,2904,melbourne,04 7674 0767,0287 3970 682 6401,66381.89,42,214391.2,14,f,74.580
rec-2852-org,male,amelia,montroy,2904,melbourne,04 7674 0767,0287 3970 5682 6401,66381.89,42,214391.2,64,f,74.580
rec-2853-org,female,brooke,clarke,2614,brisbane,08 4868 2299,4906 5955 8078 4443,51409.02,88,84099.3,13,m,72.709
rec-2854-dup-0,male,lillianna,formikhella,2618,,03 6291 2221,4533 6154 7609 811,53303.59,36,33893.2,24,na,78.108
rec-2854-dup-1,male,illianna,foahmichella,2517,melbourne,03 6291 2221,4533 6154 7609  8110,53303.59,36,33893.2,4,na,78.108
rec-2854-org,male,lillianna,formichella,2617,melbourne,03 6291 2221,4533 6154 7609 8110,53303.59,36,33893.2,64,na,78.108
rec-2855-org,male,cheree,guymer,2617,sydney,02 5367 5068,1220 5532 7114 9448,38623.64,21,63681.3,61,m,77.603
rec-2856-org,male,pia,oats,2902,melbourne,03 0136 6752,0524 7335 1241 1973,67863.45,48,126227.6,70,f,73.291
rec-2857-org,male,mhary,bellchambers,2913,melbourne,04 5240 6916,3265 3666 4784 6069,22985.90,91,58595.4,95,m,72.867
rec-2858-org,male,jessica,white,2617,sydney,07 2553 1002,3984 8521 1078 9587,62880.45,100,58838.4,46,m,79.173
rec-2859-org,male,rebecca,goode,2904,sydney,07 7739 8765,8471 0663 8690 6726,38094.88,45,41040.1,30,na,81.274
rec-2860-dup-0,,kaitlin,mckiernan,2615,prisbane,03 1879 3637,0258 9363 85640 8861,52789.88,38,69279.1,129,na,78.442
rec-2860-dup-1,,caidlin,mcl<iernan,2615,brisbane,,0258 9363 5640 861,52789.88,38,69279.1,19,na,78.442
rec-2860-dup-2,female,gaitlin,mckieahnan,2615,brisblane,,0258 9363 5640 881,52789.88,38,69279.1,19,na,78.442
rec-2860-org,female,caitlin,mckiernan,2615,brisbane,03 1879 3637,0258 9363 5640 8861,52789.88,38,69279.1,19,na,78.442
rec-2861-org,male,caitlin,bishop,2614,melbourne,02 9763 3303,8259 0185 5012 1098,66909.65,8,96845.0,48,m,75.424
rec-2862-dup-0,,istabella,mccarthy,2607,melbourne,,82220 2247 5389 5122,55802.89,25,40846.0,997,f,74.300
rec-2862-dup-1,female,izabella,mckarthy,2608,melboyrne,,8222 2247 5389 5122,55802.89,25,40846.0,97,f,74.300
